price,area,rooms,floor,storeys,bathroom_count,new_building,F_Furniture,F_Security,F_Air Conditioner,F_Balcony,F_Heating System,F_Internet,F_Elevator,building_type_Monolit,building_type_Panel,building_type_Stone,condition_Good Condition,condition_Needs Renovation/Repair,condition_New/Excellent Condition,SL_opera,SL_zvartnoc,SL_central_cemetery,SL_baghramyan_subway,SL_shengavit_subway,L_pharmacy,L_atm,L_parking,L_clinic,L_place_of_worship,L_university,L_kindergarten,L_hospital
500000.0,241.0,7.0,4.0,4.0,2.0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,257,10215,4571,1965,5129,1,22,3,1,1,1,1,1
450000.00000000006,157.0,4.0,3.0,4.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,407,10067,4285,2178,4806,1,23,6,1,0,1,1,1
400000.0,300.0,6.0,4.0,4.0,2.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1054,10441,3367,3108,4549,1,10,10,1,0,0,0,0
450000.0,90.0,3.0,4.0,5.0,1.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,90,10356,4463,2117,5174,1,32,4,1,0,1,1,1
357000.0,115.2,4.0,5.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,90,10356,4463,2117,5174,1,32,4,1,0,1,1,1
270000.0,120.0,4.0,5.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,506,10519,3900,2664,4950,1,31,13,0,1,0,1,1
300000.0,95.0,4.0,3.0,10.0,1.0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,407,10067,4285,2178,4806,1,23,6,1,0,1,1,1
260000.0,152.5,4.0,5.0,11.0,2.0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2396,12140,6283,2813,7578,1,5,8,0,1,0,1,0
265000.0,56.0,2.0,4.0,5.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1145,10380,3295,3162,4445,1,9,7,1,0,1,0,0
565000.0,140.0,3.0,2.0,4.0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,904,11312,4614,2653,6023,1,8,5,0,0,1,1,1
375000.0,138.0,4.0,7.0,8.0,2.0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,2136,9185,6287,246,5614,1,13,4,1,0,0,1,1
630000.0,225.0,4.0,6.0,15.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,500,10375,3922,2592,4837,1,31,10,0,1,0,1,0
349999.99999999994,129.6,4.0,3.0,5.0,1.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1446,11125,3073,3634,5017,1,2,4,0,0,1,1,0
265000.0,90.0,3.0,4.0,4.0,2.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1014,9991,5360,1195,5503,1,8,1,0,0,1,0,0
175000.0,96.0,3.0,1.0,15.0,1.0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,816,9650,4776,1654,4797,1,3,7,1,1,0,1,1
260000.0,80.0,2.0,3.0,4.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,6767,17145,8266,7951,11537,1,11,2,0,0,0,0,0
70000.0,45.0,1.0,3.0,4.0,1.0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1831,8613,4781,2089,3832,1,0,6,1,0,0,0,0
230000.0,100.0,3.0,8.0,16.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,6400,16649,6134,8242,10168,1,0,1,0,0,0,0,0
175000.0,108.0,3.0,12.0,16.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,4489,14080,7926,4718,9688,0,1,1,0,0,0,0,0
290000.0,70.0,3.0,2.0,6.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,506,10519,3900,2664,4950,1,31,13,0,1,0,1,1
180000.0,100.2,4.0,7.0,18.0,2.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,4510,6769,7871,2767,5465,1,7,1,1,0,1,0,0
270000.0,104.0,4.0,2.0,15.0,2.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,5432,5016,7184,4685,3409,0,0,0,0,0,0,0,0
123000.0,68.0,2.0,5.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1919,10193,6317,830,6332,1,7,2,1,0,0,0,1
200000.0,90.0,4.0,1.0,3.0,1.0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4760,9789,9090,2668,8132,0,0,0,0,0,0,0,0
345000.0,153.0,3.0,6.0,6.0,2.0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1858,9844,6206,515,6014,1,6,0,1,0,0,0,0
365000.00000000006,90.0,3.0,8.0,14.0,1.0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1479,8960,4673,1965,4080,1,6,7,1,0,0,0,1
110000.0,55.0,2.0,3.0,5.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2588,10091,6976,902,6740,1,3,0,1,0,0,0,1
650000.0000000001,165.0,4.0,16.0,8.0,3.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,2129,10127,2522,3947,3680,1,0,2,0,1,0,1,0
142000.0,71.0,3.0,3.0,14.0,1.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2743,11632,6981,2284,7695,0,0,0,1,0,1,0,0
230000.0,98.0,3.0,3.0,8.0,2.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3949,14382,5625,5481,8617,1,1,1,0,0,0,1,0
102000.0,90.2,3.0,9.0,9.0,1.0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,2881,9606,7201,809,6604,1,0,0,1,0,0,1,1
600000.0,187.0,4.0,4.0,16.0,2.0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1014,9991,5360,1195,5503,1,8,1,0,0,1,0,0
330000.0,140.0,6.0,5.0,9.0,3.0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1054,10441,3367,3108,4549,1,10,10,1,0,0,0,0
300000.0,121.0,4.0,4.0,4.0,2.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0
320000.00000000006,93.0,3.0,10.0,11.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2588,10091,6976,902,6740,1,3,0,1,0,0,0,1
330000.0,105.0,3.0,3.0,10.0,2.0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,3949,14382,5625,5481,8617,1,1,1,0,0,0,1,0
370000.0,52.0,2.0,5.0,9.0,1.0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,816,9650,4776,1654,4797,1,3,7,1,1,0,1,1
507870.0,188.1,4.0,3.0,8.0,3.0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1298,10082,5680,1005,5800,0,1,3,0,0,1,0,0
220000.0,54.0,2.0,2.0,18.0,1.0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1126,10663,5501,1578,6098,0,1,4,0,0,1,0,0
64000.0,32.0,1.0,4.0,4.0,1.0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,4023,14452,5796,5496,8746,1,1,2,0,0,0,1,0
190000.0,96.0,3.0,2.0,14.0,2.0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,3022,11061,7399,1882,7627,1,1,1,0,1,1,0,0
