SL_opera,SL_zvartnoc,SL_central_cemetery,SL_baghramyan_subway,SL_shengavit_subway
1056,10679,5424,1634,6059
923,9963,3734,2696,4324
325,10722,4532,2262,5517
1300,9168,4454,2101,4094
197,10249,4502,2038,5110
4592,10646,8994,2744,8506
4679,6964,4800,5110,849
1968,11387,6180,2054,7031
506,10169,4024,2442,4718
433,10247,4048,2440,4805
2526,9662,6851,520,6374
1881,11834,5774,2612,7077
1340,9224,4197,2361,3932
760,9804,4119,2311,4447
2032,10100,6422,731,6344
923,9963,3734,2696,4324
1896,9965,2820,3656,3686
1440,9555,5653,784,5389
1556,10050,5937,822,5961
2631,12816,5907,3612,7790
4945,10311,1821,6589,3011
1914,9306,6087,357,5542
2356,10148,6751,842,6613
1578,11215,5801,1973,6677
386,10749,4607,2225,5585
3966,11262,8352,2537,8389
2343,10971,6707,1613,7106
2220,9869,2628,3920,3427
761,10388,3663,2827,4683
749,10836,3737,2947,5129
3915,10222,8303,2006,7781
3915,10222,8303,2006,7781
2346,9869,6707,577,6400
1861,9182,5956,535,5346
2326,11847,6386,2497,7456
2316,11069,6661,1705,7138
923,9963,3734,2696,4324
1720,9940,6085,653,5991
1276,10427,5681,1278,6049
744,9913,3991,2441,4457
1859,9920,2883,3598,3676
815,9639,4737,1693,4758
2828,9785,2293,4463,3036
2306,11049,6654,1685,7121
536,10183,3979,2487,4701
923,9963,3734,2696,4324
923,9963,3734,2696,4324
1898,9792,6236,456,6000
4664,8568,8768,2466,7250
923,9963,3734,2696,4324
923,9963,3734,2696,4324
1371,9067,4870,1694,4354
1300,9168,4454,2101,4094
4592,10646,8994,2744,8506
4679,6964,4800,5110,849
1191,10436,3236,3228,4463
433,10247,4048,2440,4805
1881,11834,5774,2612,7077
823,9611,4626,1806,4649
2226,10285,6629,936,6614
1083,9567,3996,2466,4122
2386,11204,6707,1841,7253
535,10744,3942,2734,5172
1234,9687,3661,2799,3988
894,9555,4429,2014,4445
923,9963,3734,2696,4324
3216,8014,6962,1392,5384
2990,13162,6145,3924,8140
244,10262,4256,2259,4956
452,10005,4331,2122,4783
546,10104,4033,2421,4665
546,10104,4033,2421,4665
4346,10906,8752,2640,8472
5929,4551,8039,4850,4331
923,9963,3734,2696,4324
923,9963,3734,2696,4324
4321,10798,8727,2575,8397
2354,10169,6750,861,6626
2306,8127,5234,2062,3799
976,10157,3547,2891,4388
1797,11900,5564,2750,6996
2894,9006,7056,702,6113
1448,9567,5669,770,5410
2164,9687,6486,326,6115
2059,10108,6450,740,6371
7175,17493,8867,8224,12041
923,9963,3734,2696,4324
654,10012,3995,2444,4553
1265,10123,5653,1053,5810
923,9963,3734,2696,4324
528,10730,3940,2728,5159
407,10241,4079,2410,4820
5396,7687,9269,3253,7226
2102,11231,6390,1868,7064
393,10634,4729,2058,5572
923,9963,3734,2696,4324
2326,12758,4713,4020,7113
923,9963,3734,2696,4324
923,9963,3734,2696,4324
2270,10697,6665,1342,6905
1095,10428,3330,3140,4514
2602,12775,5910,3567,7766
1520,11440,5588,2274,6698
2980,12328,6963,2961,8106
1130,9841,5431,1068,5440
2274,12707,4707,3968,7074
645,9835,4743,1702,4931
2028,10531,6432,1162,6637
571,9960,4176,2263,4633
3408,8401,7391,1303,6011
1097,10371,3343,3115,4466
708,9861,4111,2320,4495
406,10247,4077,2414,4824
815,9773,4082,2350,4389
1953,9241,6100,369,5506
923,9963,3734,2696,4324
4663,11400,9057,3094,8945
2844,11229,7189,1953,7587
3653,7718,7342,1779,5539
1951,9245,6100,367,5508
749,10249,3724,2738,4593
1081,10399,5487,1367,5897
574,11007,4394,2557,5658
1857,9850,6207,521,6019
2892,9014,7057,699,6119
608,9829,4587,1852,4811
485,10653,3951,2681,5099
438,10068,4226,2233,4765
377,10260,4100,2397,4850
923,9963,3734,2696,4324
663,9774,4603,1831,4775
536,10181,3982,2484,4700
393,10290,4064,2438,4853
675,10636,5038,1840,5773
986,10678,5352,1675,6011
541,9998,4166,2278,4661
923,9963,3734,2696,4324
342,10613,4682,2080,5526
3890,11357,8265,2543,8382
182,10251,4413,2116,5052
923,9963,3734,2696,4324
2179,10035,6562,681,6403
259,10412,4152,2405,5018
923,9963,3734,2696,4324
923,9963,3734,2696,4324
923,9963,3734,2696,4324
923,9963,3734,2696,4324
923,9963,3734,2696,4324
2354,12787,4710,4053,7131
2363,12795,4711,4061,7137
2359,12791,4682,4071,7119
2323,12755,4709,4019,7109
945,10396,3483,2992,4577
389,10773,4573,2265,5582
5912,4710,8289,4660,4748
408,10028,4410,2053,4859
2469,9792,6818,580,6434
923,9963,3734,2696,4324
2617,9780,6965,679,6535
2686,9716,7024,693,6539
424,10009,4449,2013,4869
1322,9219,4245,2309,3968
622,9814,4446,1988,4695
800,9632,4526,1906,4592
868,10099,3690,2748,4426
788,9998,5110,1410,5329
1813,10481,2636,3798,4154
1147,10448,3276,3193,4499
607,10300,3843,2640,4717
973,10160,3548,2890,4391
1949,11315,6188,1979,6989
242,10207,4348,2158,4971
339,10767,4436,2362,5493
397,10489,4008,2559,4992
984,10407,3442,3032,4563
923,9963,3734,2696,4324
301,10638,4610,2150,5499
1178,9472,4008,2478,4033
310,10413,4716,1937,5389
923,9963,3734,2696,4324
295,10709,4278,2448,5347
1522,11064,2956,3696,4902
3285,7469,6608,1921,4657
923,9963,3734,2696,4324
262,10609,4194,2460,5212
2060,9703,2887,3681,3409
874,9565,4686,1749,4654
749,9910,3988,2443,4452
800,9632,4526,1906,4592
516,10048,4134,2316,4683
740,9914,3995,2437,4461
1558,10399,2898,3539,4221
894,10246,3584,2868,4498
613,10277,3847,2631,4699
1336,9647,3593,2883,3893
923,9963,3734,2696,4324
2656,12096,6671,2729,7785
2788,9382,7056,626,6352
2355,10366,6760,1045,6759
652,9783,4580,1854,4766
4268,7002,7699,2510,5434
615,9828,4398,2035,4673
923,9963,3734,2696,4324
952,9640,4080,2364,4259
1144,9488,4031,2448,4069
2338,10363,6744,1038,6746
923,9963,3734,2696,4324
536,10228,3951,2524,4723
1170,10284,3303,3139,4354
611,10756,3856,2810,5131
263,10416,4147,2410,5018
923,9963,3734,2696,4324
2443,10307,6847,1020,6783
4637,5795,6742,3848,3444
596,9952,4149,2289,4606
1526,10513,2898,3555,4340
609,9828,4587,1851,4811
752,9691,4427,2004,4570
2381,9965,6756,683,6499
1506,10580,2907,3560,4412
2148,10106,2519,3957,3652
500,10011,4213,2235,4705
3965,14346,4979,5740,8279
746,10152,3780,2667,4538
3007,12342,6990,2975,8131
2027,11437,6228,2096,7094
1774,9411,5973,457,5529
2356,10148,6751,842,6613
2353,9228,6548,175,5853
923,9963,3734,2696,4324
2142,10011,6522,651,6358
2356,10148,6750,842,6612
1296,10695,5670,1522,6232
1046,10643,5422,1605,6031
1233,10467,3189,3278,4465
500,10856,4108,2668,5365
2067,10147,2561,3899,3729
1638,9872,5986,652,5871
1654,10210,2886,3545,4011
4650,12072,8974,3406,9243
387,10777,4202,2547,5357
2975,13255,5904,4092,8066
1552,9498,5757,676,5426
748,9908,3992,2440,4453
751,9905,3992,2439,4450
710,9859,4111,2320,4492
882,10381,3548,2930,4604
918,10124,3623,2814,4406
1314,9147,4485,2075,4101
1464,10587,2947,3525,4442
2416,10174,2265,4232,3570
923,9963,3734,2696,4324
3777,10263,8169,1904,7706
1950,8717,4184,2712,3350
646,9786,4544,1890,4742
404,10241,4083,2406,4823
718,9751,4319,2112,4544
1880,10040,2783,3677,3750
1966,11381,6181,2048,7028
2566,11986,6616,2620,7684
313,10601,4656,2092,5499
923,9963,3734,2696,4324
923,9963,3734,2696,4324
2337,9521,6623,252,6109
1293,10395,5699,1241,6039
2632,11929,6730,2560,7719
1559,8874,4883,1788,4185
674,10641,5034,1847,5775
2395,9398,6650,223,6047
677,10663,5030,1866,5789
5357,7472,9161,3246,7029
4742,10156,1843,6362,2858
940,10646,3468,3084,4802
2282,10554,6686,1206,6828
2405,9869,6766,608,6445
2405,9869,6766,608,6445
2881,10187,7276,1161,7016
923,9963,3734,2696,4324
389,10212,4123,2363,4824
1985,10162,6381,794,6357
1847,9696,6159,412,5876
295,10354,4134,2398,4955
2069,10146,2560,3900,3728
612,10262,3855,2620,4691
693,10742,3754,2885,5057
400,10130,4195,2276,4799
923,9963,3734,2696,4324
959,9508,4365,2088,4352
1756,9425,5959,472,5528
2018,9662,6329,305,5980
4321,10848,8727,2596,8424
1555,11022,5854,1765,6580
675,10585,3733,2833,4907
1145,11341,3674,3314,5519
1968,11387,6180,2054,7031
1968,11387,6180,2054,7031
756,9905,3986,2445,4446
479,10219,4017,2461,4759
1968,11387,6180,2054,7031
1968,11387,6180,2054,7031
756,9905,3986,2445,4446
479,10219,4017,2461,4759
440,10274,4024,2470,4813
760,9804,4119,2311,4447
923,9963,3734,2696,4324
848,9692,4166,2269,4375
632,9802,4465,1969,4698
433,10247,4048,2440,4805
2786,13218,4888,4444,7510
1191,10436,3236,3228,4463
823,9611,4626,1806,4649
2894,9006,7056,702,6113
708,9861,4111,2320,4495
1857,9850,6207,521,6019
541,9998,4166,2278,4661
536,10228,3951,2524,4723
1559,8874,4883,1788,4185
1756,9425,5959,472,5528
530,10727,4831,2049,5709
602,9865,4311,2123,4643
1199,10696,5569,1572,6166
2353,12784,4693,4059,7120
927,10424,3494,2989,4610
1520,8940,5052,1568,4395
531,10729,4830,2052,5710
332,10102,4416,2066,4927
2266,10693,6662,1337,6900
280,10152,4436,2062,4984
755,9898,3994,2437,4446
1185,9334,4265,2242,4102
579,10209,3917,2550,4682
1670,9465,5879,553,5495
1601,10501,2830,3617,4287
2416,10174,2265,4232,3570
1318,11387,3456,3506,5441
4094,7074,7511,2381,5294
2319,9741,2658,3954,3278
1749,12089,3947,3764,6246
2360,11960,6361,2615,7512
923,9963,3734,2696,4324
1611,10548,6010,1250,6359
2965,7475,5427,2637,3340
5048,15476,6492,6476,9700
3744,7415,7269,2011,5276
2024,10154,6420,785,6379
2266,8169,5253,2000,3861
401,10236,4090,2399,4823
1169,9828,5469,1030,5458
298,10706,4503,2274,5486
2315,10792,6702,1439,6990
4598,14810,4661,6534,8413
2020,11647,6110,2334,7157
615,10612,3798,2789,4970
700,9740,4631,1801,4766
5166,15587,6119,6769,9575
625,10688,3809,2815,5043
627,10680,3804,2815,5033
923,9963,3734,2696,4324
923,9963,3734,2696,4324
985,9466,4442,2015,4373
601,10556,4985,1820,5678
923,9963,3734,2696,4324
321,10697,4569,2218,5520
4972,15327,6981,6144,9869
2423,8860,3486,3541,2786
923,9963,3734,2696,4324
948,9643,4082,2362,4263
187,10248,4399,2127,5040
2358,12528,5776,3341,7532
598,9946,4154,2283,4605
923,9963,3734,2696,4324
815,9704,4206,2227,4416
294,10486,4689,1998,5429
2200,9676,2801,3805,3305
1862,9430,6082,349,5628
3108,12420,7079,3056,8232
3769,10122,8151,1839,7614
2504,10440,6910,1162,6912
2638,11946,6729,2577,7729
2551,8773,6573,599,5561
1797,11193,6063,1879,6829
451,10793,4104,2633,5311
588,9852,4603,1839,4844
6378,16686,8244,7423,11283
2546,11969,6600,2603,7664
2345,9640,2727,3930,3192
808,9940,3884,2547,4407
930,10680,3483,3085,4842
923,9963,3734,2696,4324
2469,9792,6818,580,6434
1028,10805,3408,3201,4912
481,10814,4081,2663,5314
436,10810,4603,2269,5631
448,10828,4595,2288,5640
923,9963,3734,2696,4324
1103,9883,5418,1097,5463
2457,12501,6017,3246,7652
1313,9621,3646,2832,3906
3826,8788,7970,1628,6721
923,9963,3734,2696,4324
923,9963,3734,2696,4324
179,10576,4285,2370,5242
499,10124,4071,2389,4709
755,10181,3754,2697,4548
923,9963,3734,2696,4324
923,9963,3734,2696,4324
923,9963,3734,2696,4324
343,10592,4086,2540,5130
260,10389,4665,1965,5335
2377,9475,6653,252,6101
324,10109,4480,2010,4978
6702,17077,8227,7880,11480
1413,11067,3081,3596,4969
336,10262,4144,2358,4882
923,9963,3734,2696,4324
441,10606,3982,2633,5077
4912,11911,9273,3501,9357
732,9950,3964,2468,4473
6995,7158,5606,7646,1817
742,9716,4723,1709,4814
860,9689,4150,2286,4359
2628,12180,6580,2820,7783
4387,14820,5882,5907,9009
278,10703,4316,2415,5366
920,10526,3487,3025,4702
2162,11952,6092,2652,7344
4492,7303,4461,5064,794
3080,9469,2467,4574,2656
528,9920,4368,2074,4733
1293,11418,3533,3472,5508
923,9963,3734,2696,4324
923,9963,3734,2696,4324
923,9963,3734,2696,4324
923,9963,3734,2696,4324
1316,10446,5721,1274,6090
5564,8310,9608,3370,7806
1595,10379,6001,1090,6236
2238,10026,6620,687,6439
2270,8163,5230,2029,3831
916,9528,4459,1986,4445
352,10780,4322,2457,5433
285,10718,4390,2367,5425
703,9858,4123,2308,4501
4120,13896,7464,4528,9319
747,10149,3780,2667,4536
1169,9829,5469,1030,5459
2055,10154,2567,3891,3741
2633,11872,6757,2503,7701
2241,9677,6563,341,6166
2562,11969,6621,2602,7676
2558,11949,6626,2582,7668
675,10590,3734,2834,4911
590,9954,4155,2283,4612
482,10211,4019,2457,4753
1764,9795,6098,525,5899
969,9464,4659,1789,4542
923,9963,3734,2696,4324
4434,11237,8831,2852,8704
4648,14740,7424,5409,9775
1123,9755,3712,2733,4098
1441,8992,4736,1878,4167
2736,8389,6578,979,5297
1441,8992,4736,1878,4167
479,10219,4017,2461,4759
6431,4385,8897,5052,5308
